BUDGET FISCAL YEAR,DEPARTMENT NAME,FUND NAME,ACCOUNT NAME,ADOPTED BUDGET AMOUNT,TOTAL EXPENDITURES,BUDGET CHANGE AMOUNT,BUDGET TRANSFER IN AMOUNT,BUDGET TRANSFER OUT AMOUNT,TOTAL BUDGET,ENCUMBRANCE AMOUNT,PRE-ENCUMBRANCE AMOUNT,BUDGET UNCOMMITTED AMOUNT,ACCOUNT GROUP NAME,FUND,ACCOUNT,DEPARTMENT
2021,CONTROLLER,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,583380.00,297601.84,250000.00,0.00,185000.00,648380.00,281098.60,0.00,69679.56,EXPENSES,100,003040,26
2021,CULTURAL AFFAIRS,GENERAL FUND (GENERAL BUDGET),EMPLOYEE TRAINING PRODUCTIVITY AND EFFICIENCY PROGRAM,35000.00,4975.00,0.00,0.00,0.00,35000.00,0.00,0.00,30025.00,SPECIAL,100,009862,30
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",CITY ATTORNEY,0.00,118744.51,118744.51,0.00,0.00,118744.51,0.00,0.00,0.00,,27H,50TA12,50
2021,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,RESERVE FOR FUTURE TRANSIT SERVICE,22999254.00,,0.00,0.00,0.00,22999254.00,0.00,0.00,22999254.00,SPECIAL,385,94T399,94
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,BALBOA SPORTS COMPLEX(SEPULVEDA BASIN),0.00,,4054.73,0.00,0.00,4054.73,0.00,0.00,4054.73,,205,88HDA2,88
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,335768.00,214790.84,75353.50,33709.18,35253.00,409577.68,0.00,0.00,194786.84,SALARIES AND BENEFITS,100,001070,43
2021,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,CONTROLLER,91392.00,70749.14,0.00,0.00,0.00,91392.00,0.00,0.00,20642.86,,385,94T126,94
2021,GENERAL SERVICES,PROJECT RESTORE TRUST FUND,BARNSDALL PARK HOLLYHOCK HOUSE,0.00,,9073.50,0.00,0.00,9073.50,0.00,0.00,9073.50,,869,400396,40
2021,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,TRANSPORTATION,5494475.00,5036602.12,0.00,0.00,0.00,5494475.00,0.00,0.00,457872.88,,51Q,94T194,94
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,REIMBURSEMENT OF GENERAL FUND COSTS,84216087.00,76967484.00,0.00,0.00,0.00,84216087.00,0.00,0.00,7248603.00,,508,50T299,50
2021,NON-DEPARTMENTAL - GENERAL CITY PURPOSES,GENERAL FUND (GENERAL BUDGET),OPEN DATA AND DIGITAL SERVICES,1250000.00,,0.00,0.00,1250000.00,0.00,0.00,0.00,0.00,SPECIAL,100,000896,56
2021,CITY ETHICS COMMISSION,CITY ETHICS COMMISSION FUND,ETHICS COMMISSION,3599172.00,3299241.00,-108093.05,0.00,0.00,3491078.95,0.00,0.00,191837.95,,534,17T117,17
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,ALISO CREEK PROJECT,0.00,,261941.80,0.00,0.00,261941.80,0.00,0.00,261941.80,,205,88MMD1,88
2021,PUBLIC WORKS - STREET LIGHTING,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,10000.00,3261.94,0.00,0.00,0.00,10000.00,6733.02,0.00,5.04,EXPENSES,100,003090,84
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION & PARKS GRANT,JUVENILE JUSTICE CRIME PREVENTION,0.00,145235.12,609443.00,0.00,0.00,609443.00,86007.28,47131.50,331069.10,,205,89TP07,89
2021,AGING,AREA PLAN FOR THE AGING TIT 7,SOCIAL SERVICES FOR SENIORS,0.00,12632.00,92436.00,0.00,0.00,92436.00,79804.00,0.00,0.00,,395,02TQ01,2
2021,CULTURAL AFFAIRS,ARTS AND CULTURAL FACIL & SERV,CULTURAL AFFAIRS,16328408.00,15479616.83,-42667.22,0.00,0.00,16285740.78,0.00,0.00,806123.95,,480,30T130,30
2021,CITY ADMINISTRATIVE OFFICER,HOMELESS EFFORTS - COUNTY FUNDING AGREEMENT FUND,HOMELESS EFFORT - COUNTY FUNDING AGREEMENT,0.00,,16274077.00,0.00,0.00,16274077.00,0.00,0.00,16274077.00,,63Q,10T618,10
2021,CITY CLERK,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,109920.00,89721.55,0.00,126780.77,139000.00,97700.77,0.00,0.00,7979.22,SALARIES AND BENEFITS,100,001090,14
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,LOS ANGELES MISSION FACILITY IMPROVEMENT-SKID ROW,0.00,,88513.00,0.00,0.00,88513.00,0.00,0.00,88513.00,,424,43T960,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"WSSRB CONSTRUCTION FUND, SERIES 2018-A (GREEN BONDS)",HWRP HARRINGTON BUILDING AIR QUALITY IMPROVEMENT,0.00,11637.00,11637.00,0.00,0.00,11637.00,0.00,0.00,0.00,,75R,50TDK4,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,DCT ENTRANCE & LAYDOWN AREA IMPROVEMENTS,113000.00,,0.00,0.00,0.00,113000.00,0.00,0.00,113000.00,,70W,50TJHQ,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,HEALTHY NEIGHBORHOOD MARKET NETWORK,0.00,,442565.00,0.00,0.00,442565.00,0.00,0.00,442565.00,,424,43T422,43
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,LESLIE N SHAW-ACQUISITION & DE,0.00,,56606.87,0.00,0.00,56606.87,0.00,0.00,56606.87,,205,88280B,88
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,WESTWOOD PK TENNIS CT DONATION,0.00,,4508.34,0.00,0.00,4508.34,0.00,0.00,4508.34,,205,88880L,88
2021,CULTURAL AFFAIRS,ARTS DEVELOPMENT FEE TRUST FND,ARTS AND CULTURAL FACILITIES AND SERVICES FUND (SCHEDULE 24),419803.00,,0.00,0.00,0.00,419803.00,0.00,0.00,419803.00,SPECIAL,516,30T480,30
2021,CULTURAL AFFAIRS,ARTS AND CULTURAL FACIL & SERV,BOARD OF PUBLIC WORKS,100000.00,91666.63,0.00,0.00,0.00,100000.00,0.00,0.00,8333.37,,480,30T174,30
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,FEDERAL EMERGENCY SHELTER GRNT,HOMEKEY OPERATIONS,0.00,15167227.00,34829078.00,0.00,0.00,34829078.00,19661851.00,0.00,0.00,,517,43TA42,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,FINANCE,409230.00,365920.00,-12277.00,0.00,0.00,396953.00,0.00,0.00,31033.00,,761,50T139,50
2021,RECREATION AND PARKS,RECREATION AND PARKS,REFUSE COLLECTION SERVICES,2330490.00,807229.35,0.00,0.00,0.00,2330490.00,1523256.56,0.00,4.09,SPECIAL,302,008304,88
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOMELESS EFFORTS - COUNTY FUNDING AGREEMENT FUND,YEAR-ROUND INTERIM HOUSING OPERATIONS - 1701 CAMINO PALMERO,0.00,,152880.00,0.00,0.00,152880.00,152880.00,0.00,0.00,,63Q,43TA72,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",GSD,0.00,3355247.77,3355247.77,0.00,0.00,3355247.77,0.00,0.00,0.00,,27H,50T040,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,DEBBIE ALLEN DANCE ACADEMY,0.00,,300000.00,0.00,0.00,300000.00,0.00,0.00,300000.00,,424,43T917,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,BOARD OF PUBLIC WORKS,264111.00,342101.75,100000.00,0.00,0.00,364111.00,0.00,0.00,22009.25,,508,50T174,50
2021,COUNCIL,STATE AB1290 CITY FUND,GENERAL CITY PURPOSES,0.00,684860.86,684860.86,0.00,0.00,684860.86,0.00,0.00,0.00,,53P,28T156,28
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,CV 19-OUTREACH AND PUBLIC AWARENESS,0.00,,1365979.00,0.00,0.00,1365979.00,1365979.00,0.00,0.00,,424,43T2CV,43
2021,POLICE,POLICE DEPT GRANT,2020-21 OHMVR GRANT-EDUCATION AND SAFETY PROGRAM FUNDS,0.00,,113623.00,0.00,0.00,113623.00,0.00,0.00,113623.00,,339,70T56E,70
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SOLID WASTE RESOURCES FUND,UTILITIES,1000000.00,,0.00,0.00,0.00,1000000.00,1000000.00,0.00,0.00,SPECIAL,508,50T2WP,50
2021,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,TRAINING & CONFERENCE,0.00,,15140.36,0.00,0.00,15140.36,0.00,0.00,15140.36,,301,88006M,88
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,BUREAU OF STREET SERVICES,0.00,,500000.00,0.00,0.00,500000.00,0.00,0.00,500000.00,,347,50T186,50
2021,WATER AND POWER,"POWER SYSTEM REVENUE BONDS 2015 SERIES B, BOND SERVICE FUND",INTEREST EXPENSE,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,J6Y,988210,98
2021,MAYOR,OVW TRAINING AND SERVICES FOR WOMEN WITH DISABILITIES,MAYOR,0.00,,62098.18,0.00,0.00,62098.18,0.00,0.00,62098.18,,59M,46T146,46
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,BOND ISSUANCE COSTS,5075000.00,,0.00,0.00,0.00,5075000.00,0.00,0.00,5075000.00,SPECIAL,761,50T700,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"MEASURE W - SAFE, CLEAN WATER - MUNICIPAL PROGRAM SF",BUREAU OF SANITATION,4195745.00,,0.00,0.00,0.00,4195745.00,0.00,0.00,4195745.00,,60W,50T182,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,GENERAL SERVICES,1516582.00,1365079.25,-42926.75,0.00,0.00,1473655.25,0.00,0.00,108576.00,,761,50T140,50
2021,CITY ADMINISTRATIVE OFFICER,HHAP,BUREAU OF SANITATION,0.00,,1119000.00,0.00,0.00,1119000.00,0.00,0.00,1119000.00,,62Y,10T182,10
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,HARVARD REC CENTER PRJ 20606,0.00,,138995.21,0.00,0.00,138995.21,0.00,0.00,138995.21,,205,88HMA9,88
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,GUARDRAIL CONSTRUCTION PROGRAM,49000.00,,0.00,0.00,0.00,49000.00,0.00,0.00,49000.00,,59V,50TKFE,50
2021,POLICE,GENERAL FUND (GENERAL BUDGET),OVERTIME SWORN,199642386.00,65984941.40,11983455.54,5565084.12,111282295.00,105908630.66,0.00,0.00,39923689.26,SALARIES AND BENEFITS,100,001092,70
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",NORTHEAST POLICE STATION PARKING STRUCTURE,0.00,6083428.30,6083428.30,0.00,0.00,6083428.30,0.00,0.00,0.00,,27H,50TQCC,50
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,AUTOMATED GOLF & TENNIS RESERV,0.00,,67167.10,0.00,0.00,67167.10,0.00,0.00,67167.10,,302,89850K,89
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,BOARD OF PUBLIC WORKS,0.00,385652.00,385652.00,0.00,0.00,385652.00,0.00,0.00,0.00,,43D,50T174,50
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,SEPULVEDA RECREATION CENTER,0.00,5136.64,176071.66,0.00,0.00,176071.66,0.00,0.00,170935.02,,205,88JMA5,88
2021,AGING,AREA PLAN FOR THE AGING TIT 7,HOME DELIVERED MEALS III C2,0.00,3585795.12,4003837.00,0.00,0.00,4003837.00,418041.88,0.00,0.00,,395,02TA04,2
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,ESR NOS PROGRAM,9706000.00,1614420.27,-1078683.24,0.00,0.00,8627316.76,119400.58,3409700.00,3483795.91,,70W,50TAJE,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,INSURANCE AND BONDS PREMIUM FUND,253600.00,,0.00,0.00,0.00,253600.00,0.00,0.00,253600.00,SPECIAL,761,50T7BP,50
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,358895.00,218979.86,-6500.00,0.00,22150.00,330245.00,0.00,0.00,111265.14,EXPENSES,100,003310,43
2021,WATER AND POWER,PWR SYST RB 2013 B BD SER FUND,RETIREMENT OF PRINCIPAL,0.00,9460000.00,0.00,0.00,0.00,0.00,0.00,0.00,-9460000.00,,J6G,988110,98
2021,EMPLOYEE RELATIONS BOARD,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,289568.00,276995.95,0.00,8628.00,0.00,298196.00,0.00,0.00,21200.05,SALARIES AND BENEFITS,100,001010,36
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,HWRP ADVANCED WATER PURIFICATION FACILITY-LAWA,13838000.00,493330.24,2225277.33,0.00,0.00,16063277.33,307669.76,11756414.64,3505862.69,,70W,50TDJ3,50
2021,CITY ADMINISTRATIVE OFFICER,HHAP,GENERAL SERVICES,0.00,23486933.22,25002933.22,0.00,0.00,25002933.22,0.00,0.00,1516000.00,,62Y,10T140,10
2021,WATER AND POWER,PWR SYST RB 2014 A BD SER FUND,INTEREST EXPENSE,0.00,486111.14,0.00,0.00,0.00,0.00,0.00,0.00,-486111.14,,J6M,988210,98
2021,CITY EMPLOYEES RETIREMENT SYSTEM,EXCESS BENEFIT PLAN,RETIREMENT BENEFITS/REFUND,1248000.00,1064173.67,0.00,0.00,0.00,1248000.00,0.00,0.00,183826.33,,901,169700,16
2021,TRANSPORTATION,TRANSPORTATION GRANTS FUND,BUREAU OF STREET SERVICES,0.00,1075460.00,1075460.00,0.00,0.00,1075460.00,0.00,0.00,0.00,,655,94T186,94
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ST LIGHTING MAINTENANCE ASSESS,UNAPPROPRIATED BALANCE,0.00,,913074.00,0.00,0.00,913074.00,0.00,0.00,913074.00,,347,50T158,50
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,LA COUNTY DEPARTMENT OF PROBATION GRANTS,ECONOMIC AND WORKFORCE DEVELOPMENT,0.00,0.00,149551.00,0.00,0.00,149551.00,0.00,0.00,149551.00,,60A,22T122,22
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,MICLA LEASE REV COM PAPER NTES,BSL PANEL UPGRADE AND GENERATOR,0.00,,3438.00,0.00,0.00,3438.00,0.00,0.00,3438.00,,298,50TPUG,50
2021,NON-DEPARTMENTAL - GENERAL CITY PURPOSES,GENERAL FUND (GENERAL BUDGET),ASSIST HOMELESS MULTIDISCIPLINARY OUTREACH TEAMS - CD 8,0.00,,0.00,200000.00,0.00,200000.00,0.00,0.00,200000.00,SPECIAL,100,000417,56
2021,POLICE,CALIF STATE ASSET FORFEITURE,GENERAL CITY PURPOSES,25000.00,,-25000.00,0.00,0.00,0.00,0.00,0.00,0.00,,44F,70T156,70
2021,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,REIMBURSEMENT OF GENERAL FUND COSTS,8147100.00,4714492.35,153915.10,0.00,0.00,8301015.10,0.00,0.00,3586522.75,,424,43T299,43
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,NOS REHAB U-1 VAN NESS TO WESTERN,0.00,,517000.00,0.00,0.00,517000.00,0.00,0.00,517000.00,,70W,50TAG6,50
2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: POINSETTIA RECREATION CENTER (S45),0.00,,20000.00,0.00,0.00,20000.00,0.00,0.00,20000.00,SPECIAL,43K,10T219,10
2021,INFORMATION TECHNOLOGY AGENCY,"MICLA LEASE, SERIES 2020-B (REAL PROPERTY) ACCOUNTING FUND",GENERAL SERVICES DEPT,0.00,579715.84,579715.84,0.00,0.00,579715.84,0.00,0.00,0.00,,27H,32T740,32
2021,WATER AND POWER,PWR SYST RB 2012B BD SER FUND,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,J5X,988110,98
2021,NON-DEPARTMENTAL - GENERAL CITY PURPOSES,GENERAL FUND (GENERAL BUDGET),COMMUNITY SERVICES DISTRICT 10,94533.00,269899.66,337716.56,0.00,5000.00,427249.56,62735.20,0.00,94614.70,SPECIAL,100,000710,56
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,CAHUENGA PEAK,0.00,,20.00,0.00,0.00,20.00,0.00,0.00,20.00,,205,88FM02,88
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,SEPULVEDA BASIN DODGER DREAM,0.00,,4943.71,0.00,0.00,4943.71,0.00,0.00,4943.71,,302,89849M,89
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,SILVERLAKE R.C.-PK DEVELOPMENT,0.00,,1103.87,0.00,0.00,1103.87,0.00,0.00,1103.87,,205,88TN1L,88
2021,PENSION,FIRE & POLICE TIER 5 SERVICE P,RET/PEN BENEFITS & REFUNDS,577466670.00,86654.28,0.00,0.00,0.00,577466670.00,0.00,0.00,577380015.72,,915,649710,64
2021,WATER AND POWER,WS RB 2007 SERIES A BOND SERVC,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,M8B,988110,98
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,DELANO PARK R/C-TNI/CDBG,0.00,,95683.92,0.00,0.00,95683.92,0.00,0.00,95683.92,,205,88540J,88
2021,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,710 FWY EXTEN INT IMP EL SEREN,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,540,94T802,94
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,MARSON POCKET PARK ANNA BING,0.00,,96294.09,0.00,0.00,96294.09,0.00,0.00,96294.09,,205,88AM14,88
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SEWER CAPITAL FUND,BUREAU OF CONTRACT ADMINISTRATION,9285344.00,5981309.00,-2599897.00,0.00,0.00,6685447.00,0.00,0.00,704138.00,,761,50T176,50
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,CITY OF LA ADAPTIVE SPORTSPROG,0.00,,24784.02,0.00,0.00,24784.02,0.00,0.00,24784.02,,205,88890L,88
2021,CITY ADMINISTRATIVE OFFICER,PROPOSITION K PROJECTS FUND,PRJ: STETSON RANCH (S63),0.00,,25000.00,0.00,0.00,25000.00,0.00,0.00,25000.00,SPECIAL,43K,10TM27,10
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,STREET FURNITURE REVENUE FUND,POLICE,0.00,17500.00,17500.00,0.00,0.00,17500.00,0.00,0.00,0.00,,43D,50T170,50
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,SIDEWALK REPAIR ENGINEERING SERVICES,2300000.00,473669.38,0.00,0.00,0.00,2300000.00,26330.62,0.00,1800000.00,SPECIAL,59V,50TVBN,50
2021,CITY ADMINISTRATIVE OFFICER,HHAP,BOARD OF PUBLIC WORKS,0.00,3154886.00,3154886.00,0.00,0.00,3154886.00,0.00,0.00,0.00,,62Y,10T174,10
2021,WATER AND POWER,WS RB 2007 SERIES A BOND SERVC,INTEREST EXPENSE,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,M8B,988210,98
2021,NON-DEPARTMENTAL - GENERAL,GENERAL FUND (GENERAL BUDGET),ATTORNEY CONFLICTS PANEL FUND,4000000.00,,0.00,0.00,0.00,4000000.00,0.00,0.00,4000000.00,SPECIAL,100,62046T,62
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,POOL DRAIN RETROFIT PROGRAM,0.00,,1490.60,0.00,0.00,1490.60,0.00,0.00,1490.60,,302,89851M,89
2021,CITY ADMINISTRATIVE OFFICER,DISASTER ASSISTANCE TRUST FUND,FEDERAL DISASTER ASSISTANCE,20542781.00,,0.00,0.00,0.00,20542781.00,0.00,0.00,20542781.00,SPECIAL,872,10T813,10
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,NOS REHAB U-30 COLFAX TO WHITSETT,2160000.00,,0.00,0.00,0.00,2160000.00,0.00,0.00,2160000.00,,70W,50TADG,50
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,LA RISE - CITY GF HOMELESS PROGRAM,CITY ATTORNEY,0.00,,19467.00,0.00,0.00,19467.00,0.00,0.00,19467.00,,10C,22T112,22
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,EAST WILMINGTON SWR-AREA,250000.00,,0.00,0.00,0.00,250000.00,0.00,0.00,250000.00,,70W,50TAJG,50
2021,CITY CLERK,HIGHLAND PARK BUSINESS IMPROV,RECOVERY COSTS,0.00,11992.27,11992.27,0.00,0.00,11992.27,0.00,0.00,0.00,,45K,140299,14
2021,INFORMATION TECHNOLOGY AGENCY,GENERAL FUND (GENERAL BUDGET),HIRING HALL SALARIES,583974.00,1950884.63,864129.00,1008673.00,0.00,2456776.00,0.00,0.00,505891.37,SALARIES AND BENEFITS,100,001100,32
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,ROAD MAINTENANCE AND REHABILITATION PROGRAM SPECIAL FUND,VISION ZERO TRAFFIC SIGNALS SUPPORT,332584.00,,0.00,0.00,0.00,332584.00,0.00,0.00,332584.00,SPECIAL,59V,50TKZB,50
2021,OFFICE OF FINANCE,GENERAL FUND (GENERAL BUDGET),TRAVEL,38850.00,,0.00,0.00,0.00,38850.00,0.00,0.00,38850.00,EXPENSES,100,002130,39
2021,WATER AND POWER,ELEC PL REF REVBD ISS94 RES FD,RETIREMENT OF PRINCIPAL,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,J13,988110,98
2021,ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT,WORKFORCE INNOVATION OPPORTUNITY ACT,2020 LAX ADDITIONAL ASSISTANCE GRANT,0.00,8061.49,1800000.00,0.00,0.00,1800000.00,409256.51,0.00,1382682.00,,57W,22T884,22
2021,RECREATION AND PARKS - SPECIAL ACCOUNTS,RECREATION AND PARKS,WEST REGION DONATION,0.00,,15000.00,0.00,0.00,15000.00,0.00,0.00,15000.00,,302,89835M,89
2021,RECREATION AND PARKS,MUNICIPAL SPORTS ACCOUNT,EAST DIST RECREATION CENTER,0.00,11375.52,261836.14,0.00,0.00,261836.14,38.73,0.00,250421.89,,301,88021M,88
2021,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,INTERPRETING & TRANSLATION SERVICES,50000.00,22406.63,0.00,0.00,0.00,50000.00,0.00,0.00,27593.37,,59B,14T239,14
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,WW SYST COMM PAPER A CONST FND,LAG BISULFITE FAC IMPROVEMENTS,0.00,,467334.21,0.00,0.00,467334.21,0.00,0.00,467334.21,,70W,50TE52,50
2021,CITY CLERK,CENTURY CORRIDOR BUS IMPROVE,RECOVERY COSTS,0.00,20793.28,20793.28,0.00,0.00,20793.28,0.00,0.00,0.00,,40R,140299,14
2021,FIRE,GENERAL FUND (GENERAL BUDGET),TRAVEL,23070.00,,0.00,0.00,23070.00,0.00,0.00,0.00,0.00,EXPENSES,100,002130,38
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,HANSEM DAM R/R FACILITY,0.00,,35000.00,0.00,0.00,35000.00,0.00,0.00,35000.00,,205,88VS01,88
2021,NON-DEPARTMENTAL - GENERAL CITY PURPOSES,GENERAL FUND (GENERAL BUDGET),GREAT STREETS,160000.00,,0.00,0.00,160000.00,0.00,0.00,0.00,0.00,SPECIAL,100,000173,56
2021,MAYOR,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,171227.00,106419.00,43749.03,20000.00,5000.00,229976.03,11199.81,0.00,112357.22,EXPENSES,100,006010,46
2021,NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION,GENERAL FUND (GENERAL BUDGET),MICLA 2010-B CP EQUIP REFUND RZEDB,6313804.00,6313801.21,0.00,0.00,0.00,6313804.00,0.00,0.00,2.79,SPECIAL,100,000335,53
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,INTEGRATED SOLID WASTE MGMT  D,COMMUNITY COMPOST/GARDENING PROGRAM,0.00,,1000000.00,0.00,0.00,1000000.00,0.00,0.00,1000000.00,,556,50TMCC,50
2021,POLICE,POLICE DEPT GRANT,2020 BULLETPROOF VEST GRANT,0.00,,91504.36,0.00,0.00,91504.36,0.00,0.00,91504.36,,339,70T540,70
2021,NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND,SIDEWALK AND CURB REPAIR FUND,BUREAU OF ENGINEERING,1778222.00,1185481.33,-129637.00,0.00,0.00,1648585.00,0.00,0.00,463103.67,,57F,50T178,50
2021,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSIT OPERATIONS,138000000.00,25817654.23,0.00,0.00,0.00,138000000.00,59468994.24,0.00,51323476.57,SPECIAL,385,94T431,94
2021,NON-DEPARTMENTAL - GENERAL,TRAFFIC SAFETY,TRANSPORTATION,4100000.00,855727.01,0.00,0.00,0.00,4100000.00,0.00,0.00,3244272.99,,306,62T194,62
2021,RECREATION AND PARKS,RECREATION & PARKS GRANT,HARBOR CITY RC COM BLDG,0.00,,40166.49,0.00,0.00,40166.49,0.00,0.00,40166.49,,205,88990L,88
